,CAPE-V Severity,CAPE-V Roughness,CAPE-V Breathiness,CAPE-V Strain,CAPE-V Pitch,CAPE-V Loudness
0,14.5,9.5,4.5,4.5,6.333333333333333,9.666666666666666
1,73.83333333333333,65.0,54.833333333333336,58.333333333333336,36.166666666666664,54.833333333333336
2,65.83333333333333,56.166666666666664,32.333333333333336,44.5,41.166666666666664,37.166666666666664
3,9.5,6.166666666666667,6.166666666666667,5.166666666666667,12.833333333333334,5.833333333333333
4,43.0,34.666666666666664,40.166666666666664,26.666666666666668,15.333333333333334,29.5
5,88.83333333333333,20.166666666666668,79.83333333333333,81.5,63.5,75.66666666666667
6,14.833333333333334,12.166666666666666,7.833333333333333,11.5,10.5,6.333333333333333
7,17.833333333333332,13.5,14.166666666666666,11.166666666666666,15.166666666666666,5.333333333333333
8,32.666666666666664,23.166666666666668,5.666666666666667,37.666666666666664,12.5,23.166666666666668
9,19.333333333333332,9.666666666666666,20.0,6.833333333333333,10.833333333333334,4.166666666666667
10,33.5,26.833333333333332,17.833333333333332,37.666666666666664,12.333333333333334,11.0
11,51.833333333333336,39.0,34.0,30.333333333333332,17.666666666666668,20.0
12,26.666666666666668,8.333333333333334,19.0,19.5,18.833333333333332,8.0
13,15.5,11.666666666666666,2.3333333333333335,7.833333333333333,9.333333333333334,8.833333333333334
14,30.0,19.333333333333332,22.5,23.166666666666668,11.333333333333334,23.833333333333332
15,15.166666666666666,13.666666666666666,7.666666666666667,8.666666666666666,6.333333333333333,5.166666666666667
16,18.333333333333332,18.0,9.0,15.0,8.333333333333334,4.833333333333333
17,44.833333333333336,42.5,12.833333333333334,24.833333333333332,36.5,31.333333333333332
18,35.666666666666664,23.833333333333332,18.5,28.5,15.333333333333334,16.333333333333332
19,34.666666666666664,25.0,26.833333333333332,20.5,15.666666666666666,15.0
20,26.5,17.833333333333332,20.166666666666668,20.666666666666668,16.333333333333332,12.0
21,9.333333333333334,3.3333333333333335,2.3333333333333335,12.166666666666666,5.166666666666667,2.1666666666666665
22,9.666666666666666,2.8333333333333335,8.666666666666666,11.5,5.0,5.333333333333333
23,29.166666666666668,22.333333333333332,13.0,27.333333333333332,20.833333333333332,21.833333333333332
24,9.333333333333334,9.0,9.166666666666666,8.0,7.0,5.333333333333333
25,70.16666666666667,75.5,16.0,44.166666666666664,42.5,32.666666666666664
26,18.666666666666668,17.0,10.5,17.0,9.166666666666666,6.333333333333333
27,57.166666666666664,17.166666666666668,42.166666666666664,41.833333333333336,20.166666666666668,43.0
28,28.666666666666668,7.0,28.833333333333332,18.666666666666668,4.5,13.333333333333334
29,86.33333333333333,24.833333333333332,67.16666666666667,83.83333333333333,73.16666666666667,83.33333333333333
30,50.0,39.5,28.833333333333332,39.333333333333336,18.666666666666668,26.5
31,21.0,17.0,9.333333333333334,15.5,8.833333333333334,6.833333333333333
32,10.0,8.5,7.0,8.0,7.0,7.333333333333333
33,43.0,39.666666666666664,12.833333333333334,33.5,20.666666666666668,31.833333333333332
34,22.333333333333332,18.333333333333332,15.666666666666666,11.666666666666666,20.166666666666668,16.5
35,57.666666666666664,56.0,27.833333333333332,35.5,28.5,20.0
36,43.5,25.666666666666668,36.833333333333336,28.0,15.0,28.666666666666668
37,56.666666666666664,46.333333333333336,27.166666666666668,40.5,27.5,32.166666666666664
38,8.0,5.5,7.0,4.333333333333333,5.0,3.8333333333333335
39,38.333333333333336,24.833333333333332,23.166666666666668,34.666666666666664,18.5,19.5
40,19.166666666666668,19.0,3.1666666666666665,15.833333333333334,9.333333333333334,5.5
41,19.333333333333332,4.833333333333333,21.666666666666668,2.3333333333333335,3.6666666666666665,14.833333333333334
42,5.333333333333333,4.666666666666667,5.0,6.5,3.1666666666666665,2.5
43,1.1666666666666667,0.6666666666666666,1.1666666666666667,0.6666666666666666,0.0,0.0
44,15.666666666666666,4.333333333333333,7.5,14.666666666666666,5.666666666666667,18.833333333333332
45,15.833333333333334,10.833333333333334,17.166666666666668,14.166666666666666,4.5,3.0
46,22.166666666666668,19.166666666666668,22.5,13.166666666666666,4.666666666666667,9.666666666666666
47,26.166666666666668,27.666666666666668,14.5,13.666666666666666,10.0,10.333333333333334
48,19.5,17.666666666666668,19.166666666666668,16.333333333333332,11.333333333333334,12.0
49,28.166666666666668,21.5,23.333333333333332,17.666666666666668,6.666666666666667,8.166666666666666
50,6.5,7.833333333333333,1.5,4.333333333333333,0.5,0.5
51,8.166666666666666,4.666666666666667,9.666666666666666,5.0,0.5,3.6666666666666665
52,11.833333333333334,11.333333333333334,1.8333333333333333,12.166666666666666,0.5,1.1666666666666667
53,4.666666666666667,0.6666666666666666,5.5,0.8333333333333334,0.6666666666666666,1.1666666666666667
54,2.6666666666666665,1.8333333333333333,2.3333333333333335,2.1666666666666665,0.5,0.5
55,6.166666666666667,9.833333333333334,5.0,9.333333333333334,1.5,3.3333333333333335
56,10.833333333333334,9.833333333333334,2.8333333333333335,6.0,2.6666666666666665,2.1666666666666665
57,1.3333333333333333,0.8333333333333334,1.5,1.6666666666666667,0.6666666666666666,0.6666666666666666
58,4.833333333333333,4.333333333333333,2.1666666666666665,3.3333333333333335,0.0,0.0
59,9.666666666666666,8.333333333333334,7.666666666666667,8.666666666666666,4.833333333333333,1.3333333333333333
60,9.166666666666666,10.666666666666666,3.3333333333333335,6.333333333333333,5.666666666666667,4.166666666666667
61,2.5,2.6666666666666665,0.6666666666666666,2.5,2.8333333333333335,1.8333333333333333
62,7.833333333333333,4.0,5.833333333333333,9.166666666666666,3.0,3.3333333333333335
63,7.166666666666667,5.833333333333333,6.0,4.166666666666667,5.5,3.8333333333333335
64,5.333333333333333,4.166666666666667,3.8333333333333335,4.666666666666667,5.5,2.8333333333333335
65,4.166666666666667,3.3333333333333335,4.166666666666667,3.8333333333333335,3.1666666666666665,3.1666666666666665
66,16.833333333333332,9.666666666666666,11.5,11.166666666666666,4.833333333333333,9.0
67,2.0,2.1666666666666665,1.3333333333333333,3.5,4.166666666666667,4.5
68,72.16666666666667,54.0,69.66666666666667,45.333333333333336,63.166666666666664,68.33333333333333
69,19.333333333333332,19.0,7.833333333333333,21.666666666666668,17.0,18.333333333333332
70,61.833333333333336,49.166666666666664,37.5,30.833333333333332,39.833333333333336,35.666666666666664
71,67.33333333333333,64.5,41.0,53.166666666666664,50.666666666666664,52.5
72,18.666666666666668,10.666666666666666,18.666666666666668,15.5,12.833333333333334,22.166666666666668
73,12.0,9.833333333333334,14.166666666666666,12.666666666666666,14.666666666666666,14.0
74,4.5,3.6666666666666665,0.6666666666666666,2.5,4.666666666666667,1.3333333333333333
75,15.166666666666666,12.333333333333334,10.666666666666666,3.5,7.5,7.0
76,11.0,5.166666666666667,12.166666666666666,7.666666666666667,12.0,12.0
77,19.666666666666668,12.0,12.166666666666666,10.5,9.333333333333334,4.833333333333333
78,10.166666666666666,7.0,12.0,18.166666666666668,16.333333333333332,14.166666666666666
79,9.333333333333334,6.0,2.1666666666666665,7.333333333333333,3.1666666666666665,7.5
80,13.5,5.0,11.833333333333334,8.666666666666666,3.1666666666666665,18.0
81,45.5,25.0,32.5,32.5,20.833333333333332,45.5
82,48.833333333333336,41.0,27.166666666666668,43.833333333333336,42.0,34.5
83,19.833333333333332,9.666666666666666,5.833333333333333,6.0,19.5,15.166666666666666
84,70.5,33.0,35.666666666666664,45.666666666666664,77.16666666666667,49.0
85,7.666666666666667,7.333333333333333,3.5,12.0,12.166666666666666,13.666666666666666
86,6.833333333333333,8.166666666666666,1.8333333333333333,3.3333333333333335,16.0,2.3333333333333335
87,86.0,44.0,80.33333333333333,57.166666666666664,54.666666666666664,73.0
88,28.666666666666668,29.166666666666668,16.5,14.333333333333334,11.333333333333334,5.0
89,3.0,1.0,2.5,1.6666666666666667,1.0,1.0
90,74.33333333333333,69.33333333333333,56.166666666666664,55.333333333333336,61.333333333333336,67.5
91,30.833333333333332,29.5,29.5,18.666666666666668,10.666666666666666,16.666666666666668
92,7.666666666666667,8.666666666666666,3.1666666666666665,5.666666666666667,8.5,5.833333333333333
93,1.3333333333333333,6.0,0.5,4.833333333333333,0.3333333333333333,0.3333333333333333
94,54.5,30.666666666666668,52.666666666666664,34.333333333333336,21.5,29.833333333333332
95,50.833333333333336,54.0,33.666666666666664,44.5,43.166666666666664,27.5
96,89.16666666666667,82.33333333333333,30.5,88.66666666666667,50.833333333333336,79.16666666666667
97,39.833333333333336,41.5,21.5,33.666666666666664,30.666666666666668,29.0
98,10.5,5.666666666666667,15.666666666666666,17.166666666666668,13.333333333333334,13.333333333333334
99,95.5,63.0,76.33333333333333,83.66666666666667,94.66666666666667,91.5
100,6.0,3.8333333333333335,5.5,4.5,12.0,7.0
101,2.3333333333333335,0.8333333333333334,3.0,2.0,1.6666666666666667,10.0
102,7.833333333333333,8.833333333333334,2.8333333333333335,4.0,7.666666666666667,5.833333333333333
103,98.66666666666667,55.666666666666664,99.5,83.33333333333333,99.16666666666667,99.16666666666667
104,29.666666666666668,27.333333333333332,18.166666666666668,18.166666666666668,29.166666666666668,30.166666666666668
105,4.5,5.333333333333333,6.666666666666667,2.6666666666666665,3.1666666666666665,5.166666666666667
106,74.0,44.666666666666664,66.83333333333333,74.0,60.166666666666664,74.83333333333333
107,53.0,27.666666666666668,33.5,66.33333333333333,28.666666666666668,67.0
108,68.5,44.833333333333336,41.166666666666664,63.833333333333336,67.0,60.0
109,78.16666666666667,84.83333333333333,32.833333333333336,68.83333333333333,79.33333333333333,51.833333333333336
110,97.5,63.166666666666664,67.0,96.83333333333333,94.16666666666667,96.33333333333333
111,22.666666666666668,18.166666666666668,16.333333333333332,25.5,19.833333333333332,21.833333333333332
112,61.166666666666664,42.166666666666664,23.666666666666668,68.33333333333333,48.5,51.666666666666664
113,34.833333333333336,24.666666666666668,10.666666666666666,33.0,22.666666666666668,16.333333333333332
114,98.5,44.333333333333336,53.0,96.66666666666667,97.16666666666667,91.0
115,72.5,49.0,65.83333333333333,65.83333333333333,47.5,73.5
116,42.5,24.5,29.166666666666668,28.833333333333332,42.333333333333336,40.166666666666664
117,16.0,12.333333333333334,14.0,10.0,11.0,13.166666666666666
118,7.0,9.666666666666666,3.3333333333333335,8.666666666666666,9.833333333333334,11.666666666666666
119,37.0,31.0,21.166666666666668,27.666666666666668,21.0,40.5
120,25.5,9.5,9.0,13.333333333333334,6.666666666666667,27.833333333333332
121,19.166666666666668,22.666666666666668,7.5,33.666666666666664,21.166666666666668,29.0
122,35.833333333333336,22.333333333333332,22.666666666666668,22.333333333333332,24.166666666666668,26.333333333333332
123,26.833333333333332,21.5,26.833333333333332,7.333333333333333,7.666666666666667,14.0
124,46.166666666666664,55.833333333333336,19.833333333333332,20.166666666666668,26.0,29.333333333333332
125,20.166666666666668,6.333333333333333,25.166666666666668,11.166666666666666,7.5,15.0
126,85.33333333333333,14.166666666666666,81.66666666666667,45.166666666666664,59.0,77.66666666666667
127,10.166666666666666,5.333333333333333,5.166666666666667,6.666666666666667,11.833333333333334,7.0
128,66.66666666666667,34.0,43.166666666666664,30.333333333333332,61.166666666666664,26.666666666666668
129,67.66666666666667,34.0,23.0,63.166666666666664,15.5,29.5
130,35.0,31.166666666666668,14.333333333333334,38.5,5.166666666666667,15.333333333333334
131,30.0,18.833333333333332,27.833333333333332,26.5,9.333333333333334,23.0
132,39.0,32.5,10.0,28.5,3.3333333333333335,13.666666666666666
133,11.166666666666666,11.666666666666666,5.0,10.833333333333334,2.0,5.833333333333333
134,76.66666666666667,62.5,57.0,24.666666666666668,40.166666666666664,52.5
135,8.333333333333334,7.666666666666667,6.0,5.333333333333333,0.6666666666666666,3.1666666666666665
136,39.0,28.5,29.833333333333332,9.333333333333334,8.0,38.166666666666664
137,69.0,10.666666666666666,71.66666666666667,18.166666666666668,24.166666666666668,70.16666666666667
138,6.833333333333333,3.6666666666666665,5.0,4.666666666666667,1.5,2.1666666666666665
139,83.83333333333333,57.5,77.0,38.0,43.0,79.5
140,46.166666666666664,5.5,44.833333333333336,8.333333333333334,41.333333333333336,45.5
141,68.16666666666667,9.833333333333334,57.0,17.166666666666668,8.0,72.66666666666667
142,33.0,35.0,9.833333333333334,25.5,9.666666666666666,11.333333333333334
143,87.33333333333333,49.666666666666664,69.5,76.33333333333333,74.33333333333333,67.5
144,53.166666666666664,50.0,13.833333333333334,44.5,33.833333333333336,14.666666666666666
145,4.5,0.5,6.333333333333333,1.5,1.0,0.5
146,48.166666666666664,53.333333333333336,22.833333333333332,34.5,31.0,22.5
147,73.16666666666667,28.0,69.0,39.5,27.0,68.16666666666667
148,68.33333333333333,63.833333333333336,51.5,36.833333333333336,32.833333333333336,49.833333333333336
149,10.333333333333334,7.5,13.0,10.5,0.5,5.0
150,43.166666666666664,10.0,49.5,15.833333333333334,13.833333333333334,38.0
151,88.16666666666667,44.5,84.66666666666667,49.833333333333336,85.0,66.5
152,36.5,5.0,34.166666666666664,6.666666666666667,10.166666666666666,33.5
153,42.166666666666664,37.666666666666664,36.5,23.833333333333332,21.833333333333332,43.166666666666664
154,7.666666666666667,8.5,0.3333333333333333,8.833333333333334,0.6666666666666666,0.6666666666666666
155,8.166666666666666,2.8333333333333335,9.166666666666666,5.333333333333333,2.1666666666666665,13.166666666666666
156,67.33333333333333,59.833333333333336,56.666666666666664,68.5,50.5,42.833333333333336
157,78.0,38.166666666666664,46.333333333333336,80.16666666666667,67.33333333333333,71.5
158,60.666666666666664,52.833333333333336,53.833333333333336,60.166666666666664,29.5,32.0
159,7.5,6.0,6.0,9.166666666666666,10.166666666666666,6.666666666666667
160,20.166666666666668,21.5,1.6666666666666667,20.333333333333332,16.5,8.666666666666666
161,28.166666666666668,27.333333333333332,27.166666666666668,33.0,11.333333333333334,5.5
